Age,TV
47,150
31,130
56,0
24,60
16,180
51,0
30,264
27,0
72,100
43,60
37,500
36,130
33,178
35,120
78,160
64,270
42,265
53,0
37,60
40,15
40,280
65,60
39,0
33,0
31,60
45,120
41,90
30,120
43,0
48,195
29,60
59,180
31,0
80,580
30,366
40,60
50,285
59,395
31,360
33,90
63,255
53,80
61,215
30,60
37,36
67,556
46,345
49,130
46,135
51,345
33,215
35,130
71,120
20,300
36,30
80,100
49,210
18,70
33,120
26,285
79,90
53,645
62,380
37,60
55,180
17,15
39,145
76,85
41,375
44,35
52,420
65,365
44,330
42,190
39,30
17,0
54,245
20,419
65,168
34,160
57,370
15,140
59,174
76,0
65,235
37,270
58,300
32,390
40,30
47,0
57,0
18,30
41,0
69,180
55,435
51,180
45,0
26,435
69,448
45,60
59,0
52,60
49,50
27,0
44,387
27,240
40,0
50,60
37,635
55,90
41,90
44,75
42,120
43,15
50,5
25,0
52,0
71,235
73,0
49,5
20,120
52,225
26,195
44,45
78,165
31,40
38,140
32,120
20,240
43,0
29,253
75,385
32,290
15,35
51,0
49,30
37,490
40,240
30,45
44,0
43,180
54,0
38,108
52,0
73,265
40,0
16,0
26,300
23,120
32,140
36,105
40,345
49,0
21,270
49,135
41,220
50,250
53,0
32,0
52,0
37,35
18,300
18,59
27,410
15,0
80,775
32,225
70,140
43,260
63,180
46,0
53,90
37,80
17,270
65,10
22,104
80,0
60,90
41,150
41,215
28,148
43,158
27,430
48,365
70,65
16,511
54,90
17,180
44,0
38,150
78,290
49,0
33,0
50,0
50,210
32,188
57,80
18,50
48,60
47,0
42,0
33,127
36,230
52,330
32,120
44,0
29,195
54,191
39,580
27,160
36,130
50,60
39,306
32,115
27,120
44,90
52,105
32,145
55,0
22,190
53,215
35,0
18,0
35,0
23,223
26,60
42,270
19,60
23,0
80,740
40,60
32,0
16,330
63,629
16,0
32,170
35,180
27,160
31,350
58,0
34,100
36,425
39,0
43,45
69,120
42,80
62,0
18,0
60,255
63,360
41,120
33,30
27,0
37,0
49,60
39,50
75,240
31,455
55,0
56,0
43,280
37,90
39,237
46,15
20,195
76,45
59,90
22,378
20,0
46,0
40,0
24,0
27,274
59,0
53,520
76,210
51,180
70,703
21,215
29,0
48,124
72,20
44,480
47,525
42,0
37,149
43,357
40,45
29,228
59,60
59,333
53,300
48,51
45,210
28,272
26,115
38,198
30,60
27,209
33,0
80,0
45,0
66,300
53,280
72,288
32,240
58,70
35,165
61,165
72,490
71,405
17,107
28,180
70,70
37,120
27,80
28,513
75,655
37,60
66,236
51,0
37,306
31,258
72,150
67,180
80,60
68,362
71,195
35,210
22,60
73,120
26,60
51,540
45,254
30,178
25,0
17,282
33,480
68,615
40,72
47,150
57,40
29,460
31,120
69,240
34,0
28,345
36,280
50,250
80,290
30,352
38,0
27,120
20,39
23,75
45,90
61,190
73,150
16,105
38,70
68,290
44,235
18,240
37,60
44,117
37,30
30,188
50,240
21,0
40,320
55,15
35,224
41,0
37,230
26,210
59,134
44,270
78,0
16,240
26,20
67,0
15,30
68,210
48,180
20,0
41,0
53,100
24,0
40,360
21,280
49,152
62,75
40,35
48,110
15,240
20,510
54,630
24,560
30,0
16,253
58,130
79,405
17,152
15,380
43,90
40,0
44,442
39,75
33,0
44,15
80,90
33,200
53,0
17,320
34,210
53,0
38,94
47,240
59,165
24,160
49,120
59,125
29,195
29,0
53,240
44,157
59,210
36,120
64,180
31,45
73,0
80,0
67,60
44,0
39,170
33,179
27,30
25,120
29,0
39,0
79,90
24,0
34,0
47,234
51,285
54,60
21,290
56,320
20,181
51,230
80,0
55,210
58,235
30,50
31,325
32,170
42,90
28,235
40,60
46,100
53,90
39,60
29,58
62,524
29,156
40,40
48,0
45,495
25,440
35,40
27,20
31,0
27,120
47,150
20,0
50,180
29,0
69,86
73,180
80,684
80,539
29,0
44,120
55,331
47,35
23,90
24,270
28,185
28,100
46,240
80,710
16,60
35,165
77,315
47,15
15,0
67,0
36,120
35,30
56,180
19,60
44,90
41,5
36,0
17,135
28,93
16,105
51,30
35,295
59,210
43,15
52,40
39,60
33,105
64,125
41,0
38,0
41,240
32,195
69,0
49,115
46,450
37,0
24,240
29,330
35,0
33,85
51,150
24,0
35,0
49,110
46,430
39,83
50,115
71,290
25,230
37,95
68,90
15,237
27,180
54,255
68,120
75,332
70,202
32,0
23,0
80,245
66,225
49,135
47,190
61,400
67,0
47,125
26,585
33,0
62,0
69,380
76,460
56,330
50,0
51,185
71,150
42,40
47,60
31,459
45,60
33,200
39,75
29,0
41,255
47,75
51,217
59,0
71,124
45,193
72,0
15,230
27,0
75,105
39,10
52,235
37,189
36,60
38,85
30,90
40,0
68,225
36,0
44,5
39,255
56,79
80,30
79,160
78,50
48,85
75,0
48,0
72,70
39,240
62,120
45,490
44,100
80,345
19,60
80,30
72,119
76,120
78,435
34,330
32,0
34,154
75,220
33,55
32,506
45,0
52,120
26,85
43,185
65,0
49,161
35,0
17,0
45,10
36,96
30,390
38,90
41,0
18,198
44,575
76,135
53,120
71,0
53,0
16,442
54,0
46,80
58,0
33,380
44,0
76,295
28,125
52,60
63,0
47,60
46,210
54,90
46,150
80,0
42,150
56,128
58,370
80,360
31,0
44,0
26,0
17,125
36,65
34,60
78,0
40,0
66,180
80,95
42,30
30,0
30,0
39,180
76,45
26,0
43,160
72,75
31,165
19,40
29,115
52,591
56,320
47,180
50,400
17,60
30,278
69,230
65,725
52,480
80,870
65,410
16,180
47,190
26,120
37,120
50,290
66,155
59,690
49,300
42,225
78,340
67,230
80,350
58,176
48,0
44,89
31,180
38,120
49,80
29,115
64,240
26,508
59,105
55,315
48,210
67,130
22,0
51,60
61,355
28,250
80,370
34,20
43,195
29,60
73,585
15,120
80,90
39,265
49,160
43,165
80,355
38,458
51,0
47,90
49,120
34,140
43,450
22,402
40,240
41,60
56,405
32,330
38,0
35,210
40,30
39,180
35,0
52,62
73,190
72,270
45,30
36,0
33,300
59,955
74,150
21,30
29,450
28,275
16,0
68,725
75,150
53,60
31,0
64,350
36,380
33,0
37,887
24,360
67,90
47,0
39,210
68,155
36,120
44,150
35,650
79,30
66,240
45,40
80,295
74,625
76,330
28,30
29,60
25,0
69,200
53,265
63,475
40,900
23,0
21,277
28,120
69,90
33,93
38,60
65,210
75,205
70,67
42,0
57,125
33,0
36,60
16,300
80,30
48,165
46,120
28,315
49,261
38,195
32,75
17,60
42,310
49,0
48,120
15,40
41,40
71,50
64,165
49,30
60,180
58,0
18,0
26,76
57,0
46,70
62,240
59,180
39,30
43,105
36,180
47,90
17,150
48,30
80,360
32,0
39,45
35,60
67,180
53,45
52,0
48,0
46,40
42,125
47,38
52,150
17,145
56,0
42,140
21,120
37,0
51,0
15,90
36,240
64,345
48,187
49,0
65,70
37,255
44,30
62,180
72,210
32,0
22,30
46,95
38,0
78,150
68,285
63,0
15,0
44,0
56,290
80,965
69,421
69,90
76,210
43,148
34,125
80,300
42,100
48,330
46,160
53,185
73,560
53,30
31,165
48,45
72,445
19,270
72,120
39,135
74,120
41,80
46,240
53,95
33,280
54,390
45,375
60,100
67,75
41,90
45,195
65,120
73,295
31,0
36,30
36,60
52,0
69,500
42,390
60,180
50,509
80,420
45,328
48,288
32,25
34,120
23,35
29,0
36,90
80,240
64,70
43,120
74,80
54,150
41,165
43,365
32,90
59,103
31,168
54,60
71,94
72,140
42,129
30,130
37,180
29,150
50,776
73,255
33,120
42,0
36,120
58,120
55,270
65,195
43,210
73,456
39,480
73,515
15,45
36,585
33,0
66,346
31,105
33,0
64,480
36,195
55,290
63,150
49,15
47,245
78,205
28,350
41,110
77,318
67,65
35,305
51,60
46,45
63,120
52,175
62,245
57,335
36,310
18,208
56,180
39,150
18,100
48,500
71,30
54,60
37,167
80,630
77,146
18,420
27,120
54,120
56,0
78,0
74,235
78,100
62,355
28,30
61,0
29,180
62,420
56,200
40,260
51,120
21,0
32,60
31,60
32,210
35,125
29,420
22,150
43,165
57,45
58,0
37,200
36,30
37,80
40,255
80,468
62,210
32,30
47,180
56,60
43,240
56,180
64,1115
30,210
76,0
46,215
32,120
28,0
43,350
20,140
29,0
51,0
55,138
27,60
63,0
65,240
38,210
52,85
18,70
31,50
15,105
49,78
51,465
57,120
37,30
33,0
41,100
41,135
22,120
15,180
62,0
46,201
59,130
47,60
50,0
42,240
44,290
39,0
37,314
63,210
43,0
20,0
31,60
42,105
21,0
34,55
18,120
69,325
27,180
36,321
80,380
58,240
16,255
65,255
16,405
22,150
32,0
40,240
48,279
31,634
15,75
36,0
34,175
39,120
31,40
54,60
46,0
43,0
17,10
31,120
45,195
45,30
52,335
35,187
36,519
34,0
54,109
79,120
59,0
53,60
73,120
80,216
46,0
53,0
43,135
52,120
45,0
39,20
33,135
16,575
58,335
51,0
68,485
44,1260
38,0
37,0
56,65
56,80
64,420
73,363
18,0
31,101
67,410
24,0
50,130
57,288
35,120
37,150
44,120
76,270
33,0
28,0
35,60
15,165
66,420
80,195
26,153
66,805
38,205
30,238
56,270
51,65
41,170
59,0
32,15
46,285
44,240
54,45
44,60
17,0
33,0
46,0
73,220
20,210
44,210
69,260
39,0
17,90
52,240
70,149
32,60
80,390
76,213
29,180
25,120
21,294
24,0
62,267
35,540
54,0
47,330
52,90
41,120
57,210
39,514
26,0
40,240
47,0
41,120
25,0
55,20
47,480
54,30
49,245
36,75
44,240
46,108
37,305
46,105
20,110
39,80
59,0
17,23
32,30
17,210
64,0
44,0
32,270
46,65
65,740
28,0
29,0
49,15
46,85
49,360
38,110
51,220
52,120
62,75
56,195
50,60
50,115
53,0
68,0
69,90
33,90
28,380
65,47
15,60
66,15
34,0
75,470
67,347
46,420
50,165
53,0
30,279
48,90
80,210
31,30
22,60
73,140
35,120
33,0
68,130
65,125
39,630
71,428
33,15
40,60
68,187
78,180
43,330
80,0
56,562
27,180
61,376
27,175
42,221
78,30
74,315
38,308
26,0
15,5
47,0
29,160
43,150
53,20
63,120
24,0
37,280
44,170
60,120
32,80
32,330
25,95
28,90
78,0
77,120
76,0
53,0
53,0
40,51
33,0
47,209
43,55
60,0
50,45
74,200
48,105
19,235
71,335
34,0
56,295
80,375
61,120
41,205
43,0
39,60
74,350
21,0
42,0
31,30
17,300
54,150
55,121
61,240
38,0
41,60
16,105
61,130
38,100
32,0
52,135
44,45
63,135
36,55
36,85
35,40
79,645
46,45
29,85
64,60
31,124
61,70
62,145
43,140
35,248
79,147
56,110
38,180
16,0
54,95
58,650
52,0
18,135
61,310
43,0
40,240
80,0
26,120
67,551
36,55
32,420
54,0
17,272
53,15
29,140
29,120
80,270
37,180
15,70
42,203
40,494
49,114
36,45
51,310
77,235
43,15
40,0
56,105
65,255
74,265
20,600
15,298
55,0
75,235
52,260
45,60
44,165
80,264
30,30
54,104
34,110
78,600
41,105
76,505
37,375
36,45
49,65
45,443
58,330
70,130
75,270
70,410
57,207
65,200
29,330
57,0
53,0
21,0
35,90
20,290
37,105
73,265
68,0
31,131
30,30
80,700
43,60
77,745
45,390
48,30
69,270
54,140
34,0
49,0
33,170
59,0
43,335
33,60
40,0
46,0
43,0
42,140
42,255
60,240
68,180
23,25
45,164
45,0
36,0
80,160
74,290
26,0
33,277
31,60
68,115
49,60
78,471
15,90
38,91
55,90
71,165
53,120
37,135
58,565
34,150
54,30
33,180
41,30
45,398
80,240
44,180
72,290
50,120
60,164
47,75
42,135
26,270
44,100
70,60
59,9
33,45
25,60
32,213
51,547
30,619
20,180
31,0
66,55
21,0
50,105
35,120
77,240
17,120
31,210
23,370
80,20
60,0
80,0
34,240
80,410
61,445
50,10
28,0
40,235
34,240
28,30
64,90
45,120
55,133
42,120
47,0
52,348
49,60
15,0
47,450
16,210
42,60
52,145
80,280
36,0
61,0
33,128
40,60
31,0
36,241
56,120
44,0
34,195
34,50
33,30
57,285
36,705
50,300
50,255
32,210
80,389
43,220
47,120
41,90
30,15
37,390
34,165
43,270
47,892
54,60
17,50
50,334
48,210
66,60
52,0
29,180
49,343
24,45
51,0
43,30
67,0
64,565
32,130
40,90
44,135
35,559
47,45
55,0
53,120
53,60
34,0
49,30
45,29
69,280
23,422
27,0
35,60
46,162
29,145
40,105
69,5
47,360
60,750
54,43
50,63
46,0
36,0
54,220
59,120
19,90
17,642
40,20
29,60
20,0
23,30
38,60
34,90
57,165
76,0
64,495
46,118
35,240
33,150
37,23
48,0
22,30
55,235
38,170
78,175
18,130
51,10
21,110
75,135
54,72
36,120
29,833
41,240
46,240
56,90
32,115
41,500
19,0
36,315
34,165
54,514
28,0
24,0
58,135
36,710
37,49
34,210
67,65
67,40
50,0
46,215
62,120
68,46
73,520
38,180
36,0
80,30
59,120
44,180
54,245
39,330
55,505
19,90
51,439
75,270
49,120
70,175
80,30
30,540
31,90
73,420
43,0
28,570
19,120
59,0
40,160
26,352
43,0
56,315
27,60
49,0
17,0
72,110
17,360
28,115
56,690
67,0
36,225
37,935
51,220
39,0
67,0
33,180
65,208
32,85
50,150
34,145
70,280
17,180
80,0
28,240
53,0
80,180
39,70
35,265
34,25
49,45
80,165
22,20
58,0
74,120
41,0
80,270
35,409
60,164
45,0
60,720
19,395
22,180
19,120
39,235
21,210
56,705
80,64
70,237
47,365
33,660
73,0
40,240
60,57
39,610
80,465
35,150
80,0
43,0
80,655
49,30
80,405
71,155
80,75
29,45
29,0
60,0
45,55
34,40
51,625
36,30
51,30
27,90
56,70
29,90
36,30
40,425
24,0
54,214
44,252
74,306
16,240
38,225
28,0
44,45
80,566
50,475
80,475
35,60
54,600
49,195
48,0
80,815
42,0
29,105
59,690
60,270
67,300
27,180
79,181
58,210
40,93
57,160
40,387
64,249
80,30
80,280
79,420
65,30
58,340
80,229
39,70
80,165
32,320
47,0
76,60
40,0
77,550
37,55
23,180
64,59
15,427
80,390
46,130
16,375
77,285
57,255
50,200
80,172
18,275
76,240
43,430
80,410
19,0
58,300
44,0
47,120
41,275
31,120
23,128
43,0
75,330
65,243
43,110
39,0
80,330
23,290
45,80
50,0
80,149
31,45
34,0
28,0
80,50
57,0
44,120
20,30
48,190
44,245
69,105
23,0
80,320
45,190
49,0
77,112
42,120
28,240
43,120
16,135
38,323
27,355
30,235
53,220
73,510
55,98
37,60
34,0
80,40
72,120
58,390
26,405
76,270
40,187
46,140
48,180
51,0
53,120
44,30
59,120
58,165
64,300
15,290
44,0
36,0
30,133
65,100
70,235
80,290
16,220
53,325
17,150
35,120
58,20
54,105
53,65
41,155
32,157
74,120
16,60
49,0
72,190
80,280
23,195
36,265
24,240
26,300
37,150
18,55
19,0
50,75
38,110
17,58
17,30
51,55
76,190
48,235
29,180
39,125
37,60
38,235
45,105
32,0
56,293
32,135
52,150
45,345
40,0
58,180
44,40
52,120
72,270
31,200
26,355
78,125
59,60
41,45
36,75
37,0
62,366
60,300
34,95
76,383
40,0
60,647
45,120
57,120
58,55
26,145
30,120
35,217
60,143
57,240
44,350
62,245
73,365
51,15
28,120
15,240
60,260
41,270
59,290
17,90
59,410
41,130
37,0
43,135
34,519
60,170
49,0
57,110
34,30
70,160
55,330
80,165
77,130
42,45
30,0
42,121
24,290
34,45
15,135
43,0
33,600
18,0
37,415
40,60
27,615
39,0
58,0
34,200
45,514
30,30
43,0
69,0
16,0
64,165
77,475
48,325
43,0
17,95
30,220
19,0
41,510
24,245
16,140
37,210
35,0
62,90
59,125
57,780
71,300
23,25
47,165
43,300
18,65
74,525
18,75
47,90
67,60
38,120
39,0
37,95
55,210
62,150
80,302
63,120
29,150
80,855
54,130
39,33
33,548
33,400
44,330
32,280
43,255
27,120
55,210
73,0
64,780
68,0
24,300
38,0
44,0
44,70
35,30
79,285
38,60
50,60
45,105
36,0
61,0
45,180
44,30
44,320
42,60
56,395
40,225
57,60
32,185
23,75
39,0
55,90
53,75
34,30
80,180
31,120
61,120
59,80
39,335
53,40
45,0
73,480
65,374
56,0
36,39
56,0
44,510
22,210
38,80
41,95
58,150
25,150
40,0
68,305
25,0
65,390
26,330
33,0
42,0
52,313
32,0
41,505
43,45
78,120
33,0
24,180
69,300
52,80
27,120
45,145
48,30
50,90
29,30
21,240
48,215
47,0
32,240
42,105
29,155
46,365
22,0
61,264
62,0
43,45
47,300
28,110
38,0
44,45
25,0
35,65
64,120
26,60
53,170
17,130
23,30
78,765
54,0
39,225
25,90
20,150
48,160
23,172
56,0
51,191
30,165
33,290
61,161
57,195
50,300
36,50
41,708
70,0
22,0
15,92
45,0
32,180
36,0
28,60
26,171
20,0
43,0
26,45
46,420
38,25
57,235
40,0
20,110
42,40
39,210
66,142
49,120
48,420
47,0
71,210
60,0
19,0
42,0
34,635
58,225
61,370
58,29
34,180
49,0
63,60
56,0
40,180
69,0
34,135
17,185
45,450
37,245
42,115
45,194
37,45
52,270
29,40
65,55
22,0
54,30
38,185
29,0
42,0
17,45
44,60
23,120
33,120
42,15
27,120
44,40
49,120
73,430
30,90
59,135
47,90
29,195
40,245
67,148
31,0
34,50
51,0
62,235
42,45
32,0
19,440
52,90
72,170
28,120
40,0
37,440
60,0
24,170
67,270
45,770
22,110
18,50
44,190
19,205
55,30
46,299
36,130
32,0
31,0
42,110
69,240
34,165
48,75
58,345
53,225
41,360
33,60
47,105
43,105
45,88
33,120
34,120
25,0
56,485
30,60
25,0
39,0
53,390
45,0
56,143
79,360
53,60
50,408
54,263
61,150
36,85
50,60
49,0
40,130
47,314
25,0
50,0
27,0
24,0
46,700
22,280
33,90
42,60
61,285
32,0
49,120
44,185
18,60
57,0
49,0
41,170
50,70
37,180
51,458
15,240
53,120
30,0
56,210
79,285
18,55
73,0
21,75
25,118
58,0
21,0
24,322
30,30
46,305
57,0
33,45
41,167
41,550
35,165
59,411
76,335
78,106
40,120
43,90
52,120
30,65
26,0
66,290
61,140
27,0
42,110
58,21
46,0
42,30
29,0
40,225
34,120
37,120
80,60
61,610
42,35
33,260
30,240
78,240
80,150
59,150
38,110
19,128
80,135
43,60
47,0
49,90
59,453
16,0
41,0
35,55
36,120
52,105
53,0
53,360
57,20
31,190
23,0
38,390
24,170
60,240
71,210
50,270
52,150
42,0
54,120
72,185
55,130
40,75
39,324
37,195
21,95
35,100
33,0
39,260
64,320
42,40
61,120
26,135
29,0
41,59
44,0
32,420
52,60
31,0
16,253
41,280
18,0
26,120
23,0
36,290
69,180
74,5
43,0
34,210
36,0
36,490
62,100
41,134
37,110
41,205
78,120
23,250
36,120
28,0
32,20
41,90
22,225
49,0
54,125
56,120
41,75
61,238
18,270
46,145
70,320
68,204
46,60
67,145
27,102
47,150
21,90
31,60
23,70
40,60
59,355
61,245
37,120
15,0
60,210
29,270
42,0
80,315
43,143
38,0
21,25
55,279
44,30
36,0
54,0
42,0
46,110
72,180
26,210
36,0
63,583
44,480
74,175
69,295
79,169
42,535
53,120
25,289
21,95
66,211
30,210
25,365
16,120
18,270
65,225
15,495
47,0
32,180
51,110
25,270
47,0
35,0
15,135
52,120
46,0
33,105
36,120
50,150
47,0
56,240
38,390
18,0
32,390
58,0
63,185
17,120
49,355
78,160
52,150
69,190
80,585
15,540
44,20
38,135
27,285
61,90
49,70
55,0
37,30
26,190
80,270
54,185
75,400
32,120
36,145
28,45
54,120
64,245
20,200
16,85
42,30
65,660
43,290
65,446
79,480
47,80
71,60
61,60
32,120
59,135
58,270
42,0
37,240
32,190
65,360
43,150
70,180
51,42
62,270
20,0
55,85
72,240
42,178
51,48
76,148
70,150
40,90
79,0
62,35
80,0
59,70
50,195
32,60
37,60
55,545
61,210
53,24
60,100
47,15
79,530
46,0
41,0
51,0
40,0
68,98
46,123
72,340
80,325
33,0
38,405
28,410
51,180
80,0
33,120
59,68
37,30
25,160
43,0
73,240
34,105
19,190
73,60
29,135
17,89
41,5
66,0
46,60
31,90
31,0
44,93
28,0
50,210
16,0
50,240
68,60
80,65
55,145
65,310
66,915
18,0
46,193
77,152
52,135
59,180
80,935
47,110
68,120
38,0
80,421
43,0
62,178
63,90
79,355
76,0
69,190
80,85
65,555
77,233
80,120
25,60
41,295
68,0
41,90
39,100
64,440
27,30
41,375
50,150
32,90
43,165
43,0
50,0
69,100
47,115
17,85
15,135
38,0
44,90
46,120
34,30
19,359
52,90
60,30
45,80
52,120
73,365
62,201
77,60
49,45
51,165
79,0
38,179
54,0
47,465
59,0
29,0
39,60
45,150
21,330
36,0
25,660
55,135
32,59
35,100
32,105
48,70
16,150
41,60
80,358
49,135
64,285
41,85
56,60
39,120
60,247
48,120
68,175
39,169
20,120
31,195
67,201
58,320
41,105
51,180
46,79
49,520
32,180
28,343
71,321
52,168
57,67
73,0
15,115
34,160
30,0
16,240
